address,price,village,direction,renovation,square,lease_way,floor,area,layout
3500,长阳,中层/共16层,南北,精装修,中粮万科长阳半岛,整租,2室1厅1卫,88 ,房山
12000,土桥,北共2层,南,精装修, ,整租,5室2厅2卫,300,通州
5300,马连道,中层/共22层,东,简单装修,常青藤嘉园,整租,1室1厅1卫,64 ,宣武
2500,四惠,中层/共29层,南,精装修,北花园小区1,合租 - 主卧 - 男女不限,3室1厅2卫,35 ,朝阳
8300,望京,高层/共20层,南,精装修,望京西园四区,整租,2室1厅1卫,101,朝阳
6200,潘家园,中层/共6层,南北,精装修,建业苑,整租,2室1厅1卫,85 ,朝阳
2400,回龙观,信息,暂无,,龙锦苑东二区,合租 - 主卧 - 男女不限,3室1厅2卫,35 ,昌平
5399,望京,中层/共26层,东南,精装修,南湖中园一区,整租,1室1厅1卫,70 ,朝阳
6300,常营,高层/共22层,西北,精装修,柏林爱乐(一期),整租,2室1厅1卫,81.,朝阳
5500,通州北苑,中层/共28层,南北,精装修,天时名苑,整租,2室2厅1卫,100,通州
180000,科技园区,北共2层,南,中等装修,北京国际花园,整租,5室3厅3卫,160,丰台
3100,安贞,低层/共20层,南,中等装修,胜古家园,合租 - 主卧 - 男女不限,3室1厅1卫,25 ,朝阳
4300,定福庄,中层/共6层,南北,简单装修,定福庄西街,整租,2室1厅1卫,60 ,朝阳
1400,马驹桥,中层/共18层,南,精装修,首开国风美仑,合租 - 主卧 - 男女不限,3室1厅1卫,28 ,通州
4600,石景山周边,低层/共21层,南,精装修,古城现代嘉园(西区),整租,2室1厅1卫,75 ,石景山
5500,百子湾,高层/共26层,南,精装修,沿海赛洛城北区,整租,1室1厅1卫,65 ,朝阳
1800,上地,中层/共6层,南,豪华装修,上地西里风芳园,合租 - 主卧 - 男女不限,3室1厅1卫,15 ,海淀
1300,回龙观,信息,暂无,,龙腾苑二区,合租 - 次卧 - 男女不限,3室1厅2卫,23 ,昌平
4000,古城,中层/共6层,南北,精装修,古城南路小区东区,整租,2室1厅1卫,65 ,石景山
5400,劲松,低层/共18层,南,精装修,农光里小区,整租,2室1厅1卫,81 ,朝阳
6500,牡丹园,高层/共6层,南北,精装修,牡丹园,整租,2室1厅1卫,65 ,海淀
2499,常营,信息,暂无,,首开东都汇别墅,合租 - 次卧 - 男女不限,2室2厅1卫,18 ,朝阳
4600,长辛店,中层/共18层,南北,精装修,园博嘉园(西区),整租,2室1厅1卫,88 ,丰台
3000,马驹桥,中层/共15层,南北,精装修,富力尚悦居,整租,2室2厅1卫,80 ,通州
6500,中关村,中层/共15层,南北,精装修,永丰嘉园(百旺杏林湾),整租,3室2厅2卫,140,海淀
1900,宋家庄,信息,暂无,,鑫兆雅园(南区,合租 - 主卧 - 男女不限,3室1厅1卫,30 ,丰台
5700,金顶街,低层/共24层,东北,精装修,金顶街五区,整租,3室1厅1卫,112,石景山
2500,良乡,中层/共14层,南北,精装修,玉竹园,整租,2室1厅1卫,88 ,房山
8800,双井,高层/共28层,西,,后现代城D区,整租,2室2厅1卫,88 ,朝阳
6800,木樨地,高层/共16层,南北,精装修,木樨地北里,整租,2室1厅1卫,80 ,西城
1700,管庄,中层/共32层,北,简单装修,北京新天地(东区),合租 - 次卧 - 男女不限,1室1厅1卫,15 ,朝阳
10000,八里庄,高层/共16层,南北,精装修,东恒时代(二期),整租,2室1厅1卫,96 ,朝阳
6000,望京,低层/共6层,南北,精装修,花家地西里一区,整租,2室1厅1卫,86 ,朝阳
260000,鼓楼,1层,南共,豪华装修,鼓楼四合院,整租,9室9厅9卫,110,西城
4200,良乡,高层/共17层,南北,豪华装修,瑞雪春堂,整租,3室1厅2卫,119,房山
5800,龙潭湖,低层/共18层,南北,精装修,左安漪园,整租,1室1厅1卫,75 ,崇文
2000,朝阳,信息,暂无,,  ,合租 - 次卧 - 男女不限,3室2厅2卫,25 ,珠江绿洲家园
1950,宋家庄,信息,暂无,,顶秀金颐家园,合租 - 主卧 - 男女不限,2室1厅1卫,25 ,丰台
2500,甘家口,4层,南共,中等装修,甘家口8号院,合租 - 主卧 - 限女生,2室1厅1卫,25 ,海淀
5400,皂君庙,高层/共6层,南,精装修,皂君东里,整租,1室1厅1卫,57 ,海淀
2800,新华大街,中层/共6层,南北,简单装修,新城东里,整租,2室1厅1卫,90 ,通州
1200,潘家园,中层/共16层,南,精装修,嘉禾园小区,合租 - 次卧 - 男女不限,3室1厅1卫,14 ,朝阳
1000,城北,信息,暂无,,西关环岛北郝庄,整租,1室1厅1卫,30 ,昌平
4300,后沙峪,中层/共9层,西,精装修,北京方糖,整租,1室1厅1卫,53 ,顺义
2020,通州北苑,信息,暂无,, ,合租 - 次卧 - 男女不限,3室1厅2卫,20 ,通州
2600,牡丹园,信息,暂无,,北三环中路44号院,合租 - 主卧 - 男女不限,3室1厅1卫,19 ,海淀
1900,丽泽桥,低层/共18层,南,精装修,丽新怡园,合租 - 主卧 - 男女不限,2室1厅1卫,22 ,丰台
1550,苏州街,中层/共6层,南,精装修,万泉庄小区,合租 - 次卧 - 男女不限,3室1厅1卫,17 ,海淀
11000,朝青板块,高层/共15层,西,精装修,天鹅湾北区,整租,2室2厅2卫,66 ,朝阳
8000,望京,高层/共26层,东南,精装修,望京西园四区,整租,2室1厅1卫,92 ,朝阳
6000,广渠门,中层/共6层,南,,夕照寺西里,整租,1室1厅1卫,45 ,崇文
4650,小西天,低层/共6层,南,精装修,文慧园,整租,1室1厅1卫,56 ,海淀
5500,北七家,低层/共6层,南北,简单装修,望都新地北区,整租,3室1厅2卫,137,昌平
7200,右安门,低层/共24层,东南,精装修,鼎立家园,整租,2室1厅1卫,103,丰台
14000,望京,高层/共32层,东南,简单装修,金隅国际,整租,2室1厅1卫,119,朝阳
11800,双井,中层/共28层,东南,精装修,百环家园,整租,3室2厅2卫,140,朝阳
2000,四惠,中层/共29层,南,精装修,北花园小区(2号院),合租 - 主卧 - 男女不限,3室1厅1卫,25 ,朝阳
1700,新宫,高层/共6层,南,精装修,德鑫嘉园,合租 - 次卧 - 男女不限,5室1厅2卫,16 ,丰台
1900,十里堡,信息,暂无,,十里堡东里,合租 - 次卧 - 男女不限,3室1厅1卫,20 ,朝阳
2300,朝阳公园,信息,暂无,, ,合租 - 次卧 - 限女生,2室1厅1卫,17 ,朝阳
6800,紫竹桥,中层/共12层,南北,精装修,颐慧佳园,整租,3室2厅1卫,164,海淀
3900,刘家窑,中层/共6层,南北,精装修,定安东里,整租,2室1厅1卫,70 ,丰台
4800,右安门,中层/共6层,南北,简单装修,玉林东里一区,整租,2室1厅1卫,65 ,丰台
1799,物资学院路,低层/共28层,南,精装修,新建村,整租,3室0厅1卫,25 ,通州
7000,望京,低层/共32层,东,精装修,季景沁园,整租,1室1厅1卫,75 ,朝阳
1880,回龙观,中层/共6层,南,精装修,马连店家园,合租 - 主卧 - 男女不限,3室2厅2卫,26 ,昌平
9000,广安门外,高层/共26层,南,精装修,西堤红山,整租,2室1厅1卫,96 ,西城
850,四季青,低层/共15层,南,精装修,常青园一区,合租 - 次卧 - 男女不限,5室1厅1卫,11 ,海淀
6500,健翔桥,高层/共13层,东,精装修,健翔国际公寓,整租,1室1厅1卫,68 ,朝阳
3900,方庄,低层/共26层,南,精装修,芳群园二区,整租,1室1厅1卫,53 ,丰台
2850,红庙,低层/共6层,南,精装修,金台里,合租 - 主卧 - 男女不限,2室1厅1卫,25 ,朝阳
26000,朝阳门,低层/共11层,南北,精装修,朝阳首府,整租,3室1厅1卫,183,东城
3900,梨园,低层/共6层,南北,毛坯,葛布店东里,整租,2室2厅1卫,90 ,通州
1600,其他,高层/共18层,东,,金桥澎湖山庄,整租,2室1厅1卫,95 ,北京周边
layout,price,floor,address,renovation,direction,area,village,square,lease_way
1室1厅1卫,5300,高层/共6层,三元桥,精装修,南,朝阳,顺源里小区,45 ,整租
2室1厅1卫,2600,中层/共6层,清华大学,精装修,南,海淀,清华园,20 ,合租 - 主卧 - 男女不限
4室2厅3卫,30000,1层,嘉园,,东共,丰台,北甲地,650,整租
1室1厅1卫,3200,1层,安定门,,南共,东城,张旺胡同小区,20 ,整租
2室1厅1卫,4800,低层/共6层,亦庄,简单装修,南,大兴,南海家园,90 ,整租
2室1厅1卫,2980,低层/共18层,黄村,精装修,南北,大兴,蓝桥驿苑,100,整租
2室1厅1卫,6800,中层/共23层,潘家园,精装修,南,朝阳,美景东方,80 ,整租
2室1厅1卫,3600,中层/共6层,古城,精装修,南北,石景山,古城南路小区西区,65 ,整租
1室0厅1卫,6200,高层/共16层,北沙滩,,南,朝阳,中介勿扰别逼我骂人中天国际公寓,47 ,整租
2室1厅1卫,2300,中层/共6层,北太平庄,精装修,南,海淀,月季园小区,25 ,合租 - 次卧 - 限女生
1室2厅1卫,12000,低层/共12层,双井,豪华装修,南北,朝阳,乐成公馆,98 ,整租
3室1厅1卫,3000,中层/共24层,广渠门,精装修,东,崇文,丽水湾畔家园,30 ,合租 - 主卧 - 男女不限
1室0厅1卫,4500,中层/共16层,崇文门,精装修,南,崇文,新景家园东区,50 ,整租
1室0厅1卫,3600,低层/共28层,常营,,南,朝阳,中弘北京像素南区,50 ,整租
2室1厅1卫,7300,高层/共28层,朝阳公园,精装修,南北,朝阳,泛海容郡,80 ,整租
2室1厅1卫,6100,低层/共21层,回龙观,精装修,东西,昌平,首开国风美唐朗观,81 ,整租
2室2厅1卫,1300,高层/共18层,燕顺路,精装修,南,燕郊,上上城第三季,86 ,整租
1室1厅1卫,4400,中层/共6层,甜水园,精装修,南,朝阳,甜水园北里,54 ,整租
1室1厅1卫,3500,高层/共12层,朝青板块,精装修,南,朝阳,珠江罗马嘉园(西区),30 ,合租 - 主卧 - 男女不限
4室2厅3卫,33000,高层/共9层,长椿街,简单装修,南北,宣武,庄胜二期芳芷苑,229,整租
3室1厅1卫,9400,中层/共28层,劲松,精装修,西,朝阳,华腾园,110,整租
1室0厅1卫,1200,北共4层,清华大学西北门，水磨社区,中等装修,南,  暂无信息,南北共4层,25 ,合租 - 主卧 - 限男生
2室1厅1卫,6500,低层/共6层,双榆树,精装修,南北,海淀,人大附中社区,72 ,整租
2室1厅1卫,6400,低层/共24层,高碑店,精装修,南,朝阳,兴隆家园北区,75 ,整租
2室2厅2卫,11000,高层/共25层,方庄,精装修,南,丰台,时代芳群,128,整租
3室1厅2卫,700,信息,天通苑,,暂无,昌平,天通苑西三区,19 ,合租 - 次卧 - 男女不限
2室2厅2卫,5700,低层/共9层,中央别墅区,精装修,南,顺义,中粮祥云国际生活区,65 ,整租
2室1厅1卫,7000,中层/共12层,五棵松,豪华装修,南北,海淀,金沟河路12号院,86 ,整租
2室2厅1卫,4500,中层/共6层,西北旺,精装修,南北,海淀,颐和山庄,90 ,整租
3室2厅2卫,7500,低层/共18层,通州北苑,精装修,南北,通州,朗峰嘉园,160,整租
2室2厅2卫,6200,中层/共11层,亦庄,精装修,南北,大兴,一品亦庄,120,整租
1室1厅1卫,5000,低层/共6层,南沙滩,精装修,南,朝阳,南沙滩小区,66 ,整租
2室1厅1卫,3800,高层/共15层,梨园,精装修,南,通州,园景东区,85 ,整租
2室2厅1卫,1800,高层/共33层,城区,精装修,南北,燕郊,天洋城,86 ,整租
1室1厅1卫,4000,低层/共6层,车公庄,精装修,南,西城,车公庄中里小区,43 ,整租
2室1厅1卫,1600,中层/共16层,新宫,豪华装修,北,丰台,御槐园,17 ,合租 - 次卧 - 男女不限
1室1厅1卫,5500,低层/共9层,三里屯,精装修,南,朝阳,格纳斯,65 ,整租
2室1厅1卫,4500,低层/共6层,土桥,精装修,南北,通州,迎喜家园,90 ,整租
3室1厅1卫,2490,信息,姚家园,,暂无,朝阳,青年路姚家园东里7号院,15 ,合租 - 主卧 - 男女不限
2室1厅1卫,2500,低层/共18层,工体,精装修,南,朝阳,工体西里小区,25 ,合租 - 主卧 - 男女不限
2室1厅1卫,2600,中层/共7层,土桥,精装修,南,通州,自由筑,56 ,整租
2室1厅1卫,2460,低层/共28层,丽泽桥,精装修,南,丰台,丽新怡园,26 ,合租 - 次卧 - 男女不限
1室1厅2卫,5500,中层/共8层,中央别墅区,,北,顺义,中粮祥云,58 ,整租
2室1厅1卫,1850,中层/共15层,角门,精装修,南,丰台,新新天第(三星庄2号院),18 ,合租 - 主卧 - 男女不限
3室1厅1卫,3000,中层/共12层,西二旗,豪华装修,南,海淀,智学苑,20 ,合租 - 主卧 - 男女不限
1室0厅1卫,6800,中层/共26层,双井,精装修,南,朝阳,百环家园 苹果社区 首城国际 九龙花园  时代国际 金港国际 东方雅苑 易构空间 风度柏林 珠江帝景,68 ,整租
2室2厅2卫,15000,高层/共23层,双井,精装修,南,朝阳,富力城D区,106,整租
2室1厅1卫,4600,中层/共28层,东坝,精装修,南北,朝阳,金隅汇景苑二区,90 ,整租
1室0厅1卫,1000,中层/共28层,沙河,精装修,南,昌平,北街家园五区,18 ,整租
2室1厅1卫,3000,信息,南磨房,,暂无,朝阳,官悦欣园(B区),30 ,合租 - 主卧 - 限女生
3室2厅2卫,24000,高层/共16层,崇文门,,南,崇文,北京市崇文门国瑞城西区,170,整租
2室1厅2卫,18000,中层/共25层,CBD ,精装修,西北,朝阳,圣世一品,115,整租
2室1厅1卫,1800,信息,中央别墅区,,暂无,顺义,天裕昕园(西区),10 ,合租 - 次卧 - 男女不限
2室1厅1卫,5600,中层/共6层,龙潭湖,精装修,南,崇文,双玉中街37号院,60 ,整租
2室1厅1卫,4300,高层/共16层,新宫,精装修,南北,丰台,阳光星苑(南区),80 ,整租
2室1厅1卫,3600,高层/共22层,黄村,精装修,南北,大兴,大洼回迁房,89 ,整租
3室1厅1卫,1800,高层/共22层,鲁谷,精装修,南,石景山,六合园,18 ,合租 - 隔断 - 男女不限
5室2厅3卫,6000,高层/共8层,阎村,毛坯,南北,房山,绿城百合天风苑,215,整租
3室1厅1卫,2200,信息,旧宫 ,,暂无,大兴,佳和园小区,15 ,合租 - 次卧 - 男女不限
1室0厅1卫,1300,北共2层,北关,简单装修,南,通州,潞苑嘉园,25 ,整租
1室1厅1卫,5500,高层/共6层,崇文门,精装修,南,崇文,兴隆都市馨园,53 ,整租
2室2厅2卫,40000,高层/共18层,王府井,豪华装修,南,东城,北京万豪行政公寓,118,整租
2室1厅1卫,6000,高层/共15层,知春路,中等装修,南,海淀,蓟门里东里,65 ,整租
2室1厅1卫,2900,高层/共28层,马坡,精装修,南北,顺义,顺悦居,80 ,整租
3室1厅2卫,3500,高层/共21层,大望路,简单装修,南,朝阳,金港国际,36 ,合租 - 主卧 - 男女不限
3室1厅1卫,7800,高层/共18层,惠新西街,精装修,东南,朝阳,安苑北里,85 ,整租
3室1厅1卫,1900,中层/共6层,四季青,精装修,南,海淀,和泓四季,25 ,合租 - 主卧 - 男女不限
2室1厅1卫,2200,中层/共6层,甜水园,精装修,南,朝阳,甜水园东里,21 ,合租 - 主卧 - 男女不限
2室1厅1卫,7000,低层/共21层,东直门,精装修,南,东城,春秀路小区,66.,整租
3室1厅1卫,1650,中层/共26层,朝青板块,精装修,南,朝阳,朗园(星河湾),19 ,合租 - 主卧 - 男女不限
2室1厅1卫,4800,高层/共16层,科技园区,精装修,南北,丰台,白盆窑天兴家园,72 ,整租
2室1厅1卫,1600,低层/共28层,东市区,精装修,南北,燕郊,福城上上城五期,100,整租
3室2厅1卫,5300,中层/共28层,昌平县城,精装修,南北,昌平,金隅万科城,123,整租
3室1厅2卫,2500,信息,垡头,,暂无,朝阳,金蝉南里,15 ,合租 - 次卧 - 男女不限
2室1厅1卫,2200,信息,来广营,,暂无,朝阳, ,15 ,合租 - 隔断 - 限女生
3室2厅2卫,2800,低层/共22层,立水桥,精装修,南,昌平,顶秀青溪,34 ,合租 - 主卧 - 男女不限
2室1厅1卫,3200,中层/共12层,生物医药基地,精装修,南北,大兴,金融街融汇,80 ,整租
1室1厅1卫,1600,中层/共11层,通州周边,简单装修,南北,通州,东亚印象台湖,42 ,整租
2室1厅1卫,1950,中层/共6层,西红门,精装修,北,大兴,瑞海二区(瑞海家园二区),15 ,合租 - 次卧 - 男女不限
3室2厅2卫,2000,高层/共32层,新华大街,豪华装修,南,通州,富力运河10号小区,25 ,合租 - 次卧 - 男女不限
1室1厅1卫,5200,中层/共6层,五道口,精装修,南北,海淀,清华大学家属院,50 ,整租
3室1厅1卫,2000,中层/共15层,北苑,精装修,南,朝阳,立城苑,25 ,合租 - 主卧 - 男女不限
3室1厅1卫,2700,低层/共16层,三元桥,精装修,南,朝阳,顺源里小区,20 ,合租 - 主卧 - 男女不限
3室1厅1卫,5000,高层/共28层,东坝,精装修,南北,朝阳,金隅汇景苑四区,95 ,整租
1室1厅1卫,2000,信息,北京市通州区运河西大街35号,,暂无,  暂无信息,暂无信息,25 ,合租 - 主卧 - 男女不限
3室1厅1卫,3000,中层/共6层,三元桥,精装修,南北,朝阳,三源里生态小区,23 ,合租 - 主卧 - 男女不限
3室1厅1卫,1800,中层/共7层,慈云寺,精装修,南,朝阳,八里庄西里,20 ,合租 - 次卧 - 男女不限
2室1厅1卫,4800,低层/共6层,广渠门,精装修,南北,朝阳,广渠家园,70 ,整租
2室2厅1卫,2500,低层/共22层,亦庄,精装修,南北,大兴,满庭春,96 ,整租
3室2厅2卫,1500,中层/共14层,北苑,精装修,南,朝阳,立城苑,20 ,合租 - 主卧 - 男女不限
1室0厅0卫,5500,低层/共14层,崇文门,精装修,北,崇文,新裕家园,37 ,整租
1室1厅1卫,4500,北共4层,十里堡,精装修,南,朝阳,十里堡东里,40 ,整租
2室2厅1卫,3300,高层/共23层,马驹桥,精装修,南,通州,融科香雪兰溪  珠江逸景  合生世界村,85 ,整租
2室1厅1卫,2399,低层/共6层,团结湖,精装修,南,朝阳,团结湖三四条小区,12 ,合租 - 次卧 - 男女不限
3室1厅2卫,7800,低层/共12层,永定路,简单装修,南北,海淀,丹青府,133,整租
3室1厅1卫,5500,低层/共6层,西直门,精装修,南,西城,时代之光名苑,70 ,整租
3室1厅1卫,4900,中层/共6层,果园,精装修,南北,通州,靓景明居,122,整租
2室1厅1卫,9000,低层/共18层,东花市,精装修,东,崇文,花市枣苑,93 ,整租
2室1厅1卫,4400,中层/共6层,大红门,精装修,南,丰台,祥瑞苑,75 ,整租
2室1厅1卫,4600,中层/共6层,后沙峪,精装修,南北,顺义,北平里,65 ,整租
2室2厅1卫,3300,中层/共6层,顺义城区,精装修,南北,顺义,东兴一区,85 ,整租
3室1厅1卫,1900,低层/共30层,北苑,精装修,南,朝阳,奥北中心南区,20 ,合租 - 主卧 - 男女不限
3室1厅1卫,9000,中层/共16层,三元桥,精装修,南北,朝阳,世方豪庭,90 ,整租
3室1厅1卫,1600,中层/共6层,后沙峪,精装修,南,顺义,双裕小区(双裕花园东区),18 ,合租 - 主卧 - 男女不限
2室1厅2卫,12600,高层/共16层,双井,简单装修,西,朝阳,首城国际中心,132,整租
9室4厅3卫,400000,北共2层,菜市口,豪华装修,南,宣武,中信城,290,整租
direction,renovation,lease_way,layout,price,area,address,square,floor,village
西,精装修,整租,2室1厅1卫,7000,朝阳,四惠,74 ,中层/共9层,通惠家园惠润园
南北,简单装修,整租,3室1厅2卫,4000,昌平,沙河,145,中层/共15层,北街家园八区
西北,精装修,整租,2室1厅1卫,12000,朝阳,双井,91 ,中层/共25层,富力城C区
北,精装修,整租,1室0厅1卫,2700,昌平,沙河,45 ,高层/共15层,青年创业大厦
北,精装修,整租,1室1厅1卫,10000,东城,东四,64 ,中层/共10层,俊景苑
暂无,,合租 - 次卧 - 男女不限,3室1厅1卫,1300,昌平,北七家,15 ,信息,温都水城国际养生公寓
南北,精装修,整租,2室2厅1卫,5800,丰台,青塔,99 ,高层/共9层,长安新城一区
南,精装修,合租 - 主卧 - 男女不限,3室1厅2卫,3500,朝阳,望京,35 ,中层/共21层,望京西园三区
南北,简单装修,整租,3室1厅1卫,11000,丰台,七里庄,155,高层/共15层,西局欣园南区
南,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,3000,朝阳,西坝河,30 ,中层/共10层,光熙家园
暂无,,合租 - 次卧 - 限女生,3室1厅1卫,1600,昌平,天通苑,20 ,信息,天通苑东三区
南,精装修,合租 - 主卧 - 男女不限,2室1厅1卫,2500,朝阳,高碑店,30 ,中层/共6层,兴隆家园南区
南,精装修,整租,1室1厅1卫,4500,丰台,右安门,60 ,高层/共6层,开阳里二区
南北,精装修,整租,2室1厅1卫,2000,昌平,昌平县城,70 ,高层/共6层,鑫基家园
南,,整租,3室2厅2卫,24000,崇文,崇文门,170,高层/共16层,北京市崇文门国瑞城西区
西南,精装修,整租,2室1厅1卫,7700,朝阳,双井,95 ,高层/共27层,百环家园
南,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,2000,昌平,回龙观,25 ,高层/共6层,慧华苑
南北,毛坯,整租,2室1厅1卫,1500,房山,窦店,89 ,高层/共15层,北京城建琨廷
暂无,,合租 - 主卧 - 男女不限,3室1厅1卫,2500,朝阳,双桥,18 ,信息,双惠苑
暂无,,合租 - 主卧 - 男女不限,3室1厅1卫,1800,丰台,刘家窑,25 ,信息,横七条44号院
南,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,2400,朝阳,望京,26 ,高层/共6层,世安家园
暂无,,合租 - 次卧 - 限女生,2室1厅1卫,1300,房山,长阳,88 ,信息,首开熙悦山
暂无,,合租 - 次卧 - 男女不限,3室1厅2卫,1000,昌平,天通苑,18 ,信息,天通苑东三区
南,精装修,合租 - 主卧 - 男女不限,3室2厅2卫,2800,昌平,立水桥,34 ,中层/共21层,顶秀青溪
暂无,,合租 - 次卧 - 男女不限,3室1厅2卫,2500,朝阳,垡头,15 ,信息,金蝉南里
南,精装修,合租 - 主卧 - 男女不限,3室2厅2卫,2800,昌平,立水桥,34 ,低层/共22层,顶秀青溪
南,精装修,合租 - 次卧 - 男女不限,2室1厅1卫,4200,丰台,花乡,68 ,低层/共16层,南庭新苑
北,精装修,合租 - 次卧 - 男女不限,3室1厅2卫,1900,昌平,回龙观,20 ,低层/共6层,龙跃苑三区
暂无,,合租 - 主卧 - 男女不限,1室1厅1卫,2000,  暂无信息,北京市通州区运河西大街35号,25 ,信息,暂无信息
暂无,,合租 - 次卧 - 男女不限,3室1厅1卫,1900,朝阳,定福庄,15 ,信息,泰福苑二区
东,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,3000,朝阳,常营,18 ,中层/共24层,常营民族家园
南北,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,2000,大兴,亦庄,18 ,高层/共6层,富源里
南,精装修,合租 - 主卧 - 男女不限,3室1厅2卫,2300,昌平,霍营,25 ,中层/共6层,上坡嘉园
南,精装修,合租 - 主卧 - 男女不限,3室1厅1卫,1900,朝阳,北苑,20 ,低层/共30层,奥北中心南区
暂无,,合租 - 主卧 - 男女不限,3室1厅1卫,2300,朝阳,定福庄,22 ,信息,泰福苑二区
南,精装修,合租 - 主卧 - 男女不限,3室2厅1卫,2200,朝阳,朝青板块,30 ,中层/共18层,阿曼寓所
village,area,layout,lease_way,floor,direction,price,square,renovation,address
铭科苑,海淀,4室1厅2卫,合租 - 次卧 - 男女不限,低层/共24层,南,1650,22 ,精装修,西二旗
天通苑西三区,昌平,3室1厅2卫,合租 - 次卧 - 男女不限,中层/共32层,南,700,20 ,简单装修,天通苑
上坡嘉园,昌平,3室1厅2卫,合租 - 主卧 - 男女不限,中层/共6层,南,2300,25 ,精装修,霍营
智学苑,海淀,4室1厅3卫,合租 - 主卧 - 男女不限,中层/共26层,南,2700,25 ,精装修,西二旗
亮马嘉园,朝阳,2室2厅1卫,合租 - 主卧 - 限女生,低层/共21层,东南,3600,20 ,精装修,酒仙桥
南一区,昌平,3室1厅2卫,合租 - 主卧 - 男女不限,中层/共12层,南,1300,40 ,精装修,北七家
志强南园,海淀,3室1厅1卫,合租 - 次卧 - 男女不限,高层/共6层,北,2500,20 ,精装修,小西天
南海家园三里,大兴,2室2厅1卫,合租 - 主卧 - 男女不限,中层/共16层,南,1650,23 ,精装修,亦庄
嵩潞苑,通州,4室1厅2卫,合租 - 主卧 - 男女不限,低层/共6层,南,2200,35 ,精装修,梨园
融泽嘉园二号院(西区),海淀,1室1厅1卫,合租 - 主卧 - 男女不限,中层/共31层,南,2000,20 ,精装修,中关村
玉泉营111文化产业园,丰台,1室1厅1卫,合租 - 主卧 - 限女生,信息,暂无,1700,27 ,,玉泉营
双惠苑,朝阳,3室1厅1卫,合租 - 主卧 - 男女不限,信息,暂无,2500,18 ,,双桥
佳和园小区,大兴,3室1厅1卫,合租 - 次卧 - 男女不限,信息,暂无,2200,15 ,,旧宫 
民岳家园东区,丰台,3室1厅1卫,合租 - 隔断 - 男女不限,中层/共18层,北,900,9  ,精装修,岳各庄
南海家园三里,大兴,2室1厅1卫,合租 - 主卧 - 男女不限,中层/共20层,南,1650,23 ,精装修,亦庄
苹果社区(北区),朝阳,2室1厅1卫,合租 - 主卧 - 男女不限,中层/共32层,南,3680,35 ,精装修,双井
芍药居9号院,朝阳,3室1厅1卫,合租 - 主卧 - 男女不限,中层/共24层,南,2000,22 ,精装修,芍药居
泰福苑二区,朝阳,3室1厅1卫,合租 - 主卧 - 男女不限,信息,暂无,2300,22 ,,定福庄
望馨花园,朝阳,4室1厅1卫,合租 - 主卧 - 男女不限,5层,南共,4000,35 ,精装修,望京
林奥嘉园,朝阳,3室1厅2卫,合租 - 主卧 - 男女不限,中层/共27层,南,2900,28 ,精装修,北苑
area,square,lease_way,floor,price,renovation,address,village,layout,direction
通州,28 ,合租 - 次卧 - 男女不限,信息,1730,,武夷花园,小街之春,4室1厅1卫,暂无
东城,22 ,合租 - 次卧 - 男女不限,中层/共18层,2100,精装修,安定门,青年湖东里,2室1厅1卫,东
朝阳,18 ,合租 - 主卧 - 男女不限,信息,2500,,双桥,双惠苑,3室1厅1卫,暂无
昌平,20 ,合租 - 次卧 - 男女不限,中层/共6层,1650,精装修,回龙观,龙跃苑东五区,3室2厅2卫,南
通州,20 ,合租 - 次卧 - 男女不限,信息,2020,,通州北苑, ,3室1厅2卫,暂无
昌平,10 ,合租 - 次卧 - 男女不限,信息,2200,,霍营,硅谷先锋,3室1厅1卫,暂无
朝阳,13 ,合租 - 次卧 - 男女不限,中层/共6层,2000,精装修,芍药居,芍药居4号院,3室1厅1卫,南
朝阳,25 ,合租 - 主卧 - 男女不限,中层/共21层,2600,精装修,酒仙桥,亮马嘉园,3室1厅1卫,南
东城,20 ,合租 - 主卧 - 男女不限,低层/共18层,3200,精装修,朝阳门,朝阳门内南小街20号小区,3室1厅1卫,南
通州,13 ,合租 - 隔断 - 男女不限,高层/共6层,750,中等装修,梨园,中泽家园,1室1厅1卫,南北
  暂无信息,18 ,合租 - 主卧 - 男女不限,高层/共6层,650,精装修,岔路口南方花园小区，双龙大道地铁站,南高层/共6层,4室1厅1卫,南
朝阳,18 ,合租 - 主卧 - 男女不限,低层/共16层,1800,精装修,常营,中弘北京像素北区,3室0厅1卫,南
燕郊,26 ,合租 - 主卧 - 男女不限,低层/共6层,600,精装修,迎宾路,双阳家园,1室1厅1卫,南
朝阳,15 ,合租 - 次卧 - 男女不限,高层/共14层,1000,简单装修,常营,中弘·北京像素南区,1室1厅1卫,西
朝阳,18 ,合租 - 次卧 - 男女不限,信息,2499,,常营,首开东都汇别墅,2室2厅1卫,暂无
朝阳,20 ,合租 - 次卧 - 男女不限,中层/共26层,1800,精装修,四惠,观音惠园,3室1厅1卫,南
房山,18 ,合租 - 主卧 - 男女不限,信息,1200,,阎村,圣景苑,3室1厅1卫,暂无
朝阳,18 ,合租 - 次卧 - 男女不限,信息,2100,,亚运村,慧忠里小区,3室1厅1卫,暂无
